ID,Sex,Age,HiQual,Work,MarStat,NumAdult,NumChild,Accom,Tenure,NumRooms,TVSet,Cable,Comp,HmIntnet,SleepHours,EmploymentHours,ComputingHours,ReadingHours,TVVideoHours,RadioMusicHours,Degree
9818,Female,78,None of the above,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,10,Yes,Yes,Yes,Yes,10.16666667,0,0,0,1.833333333,0,No University Degree
9820,Male,79,"Degree level qualification incl. foundation degrees, graduat",Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,10,Yes,Yes,Yes,Yes,9.166666667,0,0,2.833333333,3.666666667,0,University Degree
9822,Female,63,None of the above,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,8.833333333,0,0,0,1.333333333,0,No University Degree
9824,Male,61,City and Guilds,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,7.833333333,10,0,0,1.833333333,0,No University Degree
9826,Female,59,Advanced Higher/Higher/Intermediate/Access qualifications (S,Not in empl.,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,6.666666667,0,0,1.666666667,4,0,No University Degree
9828,Male,58,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,7.666666667,0,0,3,6.333333333,0,University Degree
9830,Female,55,"Degree level qualification incl. foundation degrees, graduat",Not in empl.,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,6.833333333,0,4.333333333,2.666666667,2.5,0,University Degree
9832,Male,57,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,10.5,4.5,0,0,0.166666667,0,University Degree
9834,Male,22, A level/GCE in Applied Subjects or equivalent,Employed,"Single, never married",3,0,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,11.66666667,0,0,0,2,0,No University Degree
9836,Female,25,GCSE/Vocational GCSE,Employed,"Single, never married",3,0,House or bungalow,Owner,4,Yes,No,Yes,Yes,10.83333333,0,1,0,3,0,No University Degree
9838,Male,63,GCSE/Vocational GCSE,Employed,Divorced/Separated,3,0,House or bungalow,Owner,4,Yes,No,Yes,Yes,9.333333333,0,0,0,2.666666667,0,No University Degree
9840,Female,66,cse,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Public),2,Yes,No,Yes,Yes,6.5,0,3.166666667,0.166666667,1.166666667,0,No University Degree
9842,Male,70,"Key Skills (Eng., W and NI)/Core Skills (Scotland)",Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Public),2,Yes,No,Yes,Yes,8.833333333,0,1.166666667,0,1.5,0,No University Degree
9844,Male,77,O level or equivalent,Retired,Widowed,1,0,House or bungalow,Living Rent Free,3,Yes,No,Yes,Yes,7.666666667,0,0,0,2.333333333,0,No University Degree
9846,Male,60,Other higher education qualification below degree level,Employed,Divorced/Separated,2,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,5,9.5,0,0,1.166666667,0,No University Degree
9848,Female,49,O level or equivalent,Employed,Divorced/Separated,2,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,6.833333333,9.166666667,0,0,0,0,No University Degree
9850,Female,53,O level or equivalent,Employed,Divorced/Separated,1,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,6.166666667,0,0,0,1.5,0,No University Degree
9852,Female,36,NVQ / SVQ,Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,6.5,0,0.333333333,0,1.5,0,No University Degree
9854,Male,44,NVQ / SVQ,Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,6.5,11.66666667,0,0,0.833333333,0,No University Degree
9856,Female,30,NVQ / SVQ,Not in empl.,"Single, never married",1,2,House or bungalow,Renter (Public),4,Yes,No,Yes,Yes,8.333333333,0,0,0,0,0,No University Degree
9858,Male,95,Item not applicable,NA,NA,1,2,House or bungalow,Renter (Public),4,Yes,No,Yes,Yes,11,0,0,0,0.5,0,No University Degree
9860,Female,58,cse,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,6,6,0,0,4.833333333,0,No University Degree
9862,Male,79,Access to HE,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,4,Yes,No,Yes,Yes,8,0,1,1.666666667,3,0,No University Degree
9864,Female,71,Any other professional/vocational/foreign qualifications,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,4,Yes,No,Yes,Yes,9.166666667,0,0.666666667,0,3.333333333,0,No University Degree
9866,Male,67,cse,Retired,Divorced/Separated,1,0,House or bungalow,Renter (Private),3,Yes,No,No,No,8,0,0,0,5.5,0,No University Degree
9868,Female,47,GCSE/Vocational GCSE,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,9.333333333,0,0,0,4.166666667,0,No University Degree
9870,Male,49, A level/GCE in Applied Subjects or equivalent,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,7.333333333,8,5,0,0,0,No University Degree
9872,Male,79,cse,Retired,Widowed,1,0,House or bungalow,Owner,4,Yes,No,No,No,8.833333333,0,0,2.333333333,3,0,No University Degree
9874,Female,66,cse,Disabled,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Private),3,Yes,No,No,Yes,2.833333333,0,0,0.666666667,0.666666667,0,No University Degree
9876,Male,61,cse,Not in empl.,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Private),3,Yes,No,No,Yes,2.5,0,0,0,3.166666667,0,No University Degree
9878,Male,21,NVQ / SVQ,Employed,"Single, never married",1,0,Flat or maisonette,Owner,3,Yes,No,Yes,No,7,0,1.5,0.666666667,2.666666667,0,No University Degree
9880,Female,23,GCSE/Vocational GCSE,Unemployed,"Single, never married",1,2,House or bungalow,Renter (Public),3,Yes,Yes,Yes,Yes,8,0,0,0,7.833333333,0,No University Degree
9882,Female,46,cse,Employed,Divorced/Separated,3,0,House or bungalow,Owner,4,Yes,No,Yes,Yes,8,9,0,0,0,0,No University Degree
9884,Female,19, A level/GCE in Applied Subjects or equivalent,Employed,"Single, never married",3,0,House or bungalow,Owner,4,Yes,No,Yes,Yes,9,7.166666667,1.666666667,0,1.833333333,0,No University Degree
9888,Female,32,Access to HE,Employed,Divorced/Separated,1,2,House or bungalow,Renter (Private),4,Yes,Yes,Yes,Yes,8.166666667,0,0,0,2.666666667,0,No University Degree
9890,Female,39,GCSE/Vocational GCSE,Not in empl.,Married/Partnership/Cohabiting,4,1,House or bungalow,Renter (Public),6,Yes,Yes,Yes,Yes,6,0,0,0,4,0,No University Degree
9892,Male,42,GCSE/Vocational GCSE,Employed,Divorced/Separated,4,1,House or bungalow,Renter (Public),6,Yes,Yes,Yes,Yes,7.333333333,7.5,0,0,3,0,No University Degree
9898,Male,84,Item not applicable,NA,NA,4,1,House or bungalow,Renter (Public),6,Yes,Yes,Yes,Yes,9,0,0,0,1.666666667,0,No University Degree
9900,Female,34,GCSE/Vocational GCSE,Not in empl.,Married/Partnership/Cohabiting,2,5,House or bungalow,Renter (Private),5,Yes,No,Yes,Yes,6.666666667,0,0,0,3.166666667,0,No University Degree
9902,Male,38,GCSE/Vocational GCSE,Employed,Married/Partnership/Cohabiting,2,5,House or bungalow,Renter (Private),5,Yes,No,Yes,Yes,6.166666667,11.66666667,0,0,3,0,No University Degree
9904,Female,95,Item not applicable,NA,NA,2,5,House or bungalow,Renter (Private),5,Yes,No,Yes,Yes,8,0,1,0,3.166666667,0,No University Degree
9906,Male,84,Item not applicable,NA,NA,2,5,House or bungalow,Renter (Private),5,Yes,No,Yes,Yes,7.833333333,0,2,0,4.666666667,0,No University Degree
9908,Male,70,Standard Grade or Ordinary Grade / Lower (Scotland),Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,4,Yes,Yes,No,No,10,0,0,1.166666667,8.333333333,0,No University Degree
9910,Female,63,O level or equivalent,Disabled,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,4,Yes,Yes,No,No,7,0,0,2,9.5,0,No University Degree
9912,Female,43,None of the above,Employed,"Single, never married",2,0,House or bungalow,Renter (Public),3,Yes,Yes,No,Yes,9,3,0,0,3.333333333,0,No University Degree
9916,Female,66,"Degree level qualification incl. foundation degrees, graduat",Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,9,Yes,Yes,Yes,Yes,6.833333333,0,0,0,2,0,University Degree
9918,Male,74, A level/GCE in Applied Subjects or equivalent,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,9,Yes,Yes,Yes,Yes,6.166666667,0,1,0.833333333,0,0,No University Degree
9920,Male,41,GCSE/Vocational GCSE,Unemployed,"Single, never married",1,0,House or bungalow,Renter (Private),2,Yes,No,No,No,8.833333333,0,0,0.166666667,1,0,No University Degree
9922,Female,52,GCSE/Vocational GCSE,Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Renter (Private),4,Yes,Yes,Yes,Yes,9.666666667,0,0,0,7.333333333,0,No University Degree
9924,Male,47,GCSE/Vocational GCSE,Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Renter (Private),4,Yes,Yes,Yes,Yes,8.166666667,10.83333333,0,0,2.666666667,0,No University Degree
9930,Female,24,Diploma in higher education,Employed,"Single, never married",2,1,House or bungalow,Renter (Private),4,Yes,Yes,Yes,Yes,8.666666667,4.333333333,0,0,2.5,0,No University Degree
9932,Male,25,BTEC/BEC/TEC/EdExcel/LQL,Employed,"Single, never married",2,1,House or bungalow,Renter (Private),4,Yes,Yes,Yes,Yes,8,6.166666667,0,0,1.833333333,0,No University Degree
9934,Female,46, A level/GCE in Applied Subjects or equivalent,Employed,Divorced/Separated,1,1,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,8.333333333,8.5,0,0,1.5,0,No University Degree
9938,Female,65,Nursing or other medical qualification not yet mentioned,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,8,0,1,0,1.333333333,0,No University Degree
9940,Male,64,Nursing or other medical qualification not yet mentioned,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,10.33333333,0,0,0,1,0,No University Degree
9942,Female,61,cse,Retired,Married/Partnership/Cohabiting,1,0,House or bungalow,Owner,5,Yes,No,No,No,12.5,0,0,0,3,0,No University Degree
9944,Male,53,GCSE/Vocational GCSE,Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,5.5,7,0,0,1.833333333,2.833333333,No University Degree
9946,Female,49,O level or equivalent,Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,6.333333333,7.833333333,0,0.5,1.166666667,0,No University Degree
9948,Female,21,BTEC/BEC/TEC/EdExcel/LQL,Employed,"Single, never married",3,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,8.333333333,5.666666667,0,0,0.166666667,0,No University Degree
9950,Female,67,cse,Retired,Divorced/Separated,1,0,House or bungalow,Renter (Private),4,Yes,No,No,Yes,10.16666667,0,0,0.166666667,4.833333333,0,No University Degree
9952,Female,25,"Degree level qualification incl. foundation degrees, graduat",Employed,"Single, never married",2,2,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,9,0,0.833333333,0,1.333333333,0,University Degree
9954,Male,34,NVQ / SVQ,Employed,Divorced/Separated,2,2,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,7.833333333,11,0,0,0.833333333,0,No University Degree
9956,Male,57,NVQ / SVQ,Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,10,6,0,1.166666667,3.333333333,0,No University Degree
9958,Female,55,NVQ / SVQ,Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,10.33333333,0,1.5,0,4.166666667,0,No University Degree
9960,Female,25, A level/GCE in Applied Subjects or equivalent,Employed,"Single, never married",3,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,13,0,0,0,5.5,0,No University Degree
9962,Male,58,O level or equivalent,Employed,Divorced/Separated,1,0,House or bungalow,Renter (Private),4,Yes,Yes,Yes,Yes,7,9.833333333,0.166666667,0,0,0,No University Degree
9964,Male,91,"Degree level qualification incl. foundation degrees, graduat",Retired,Widowed,1,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,9.166666667,0,0,1.166666667,0.666666667,0,University Degree
9966,Female,50,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,3,1,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,9.666666667,0,1.666666667,0,0,0,University Degree
9968,Male,48,O level or equivalent,Employed,Married/Partnership/Cohabiting,3,1,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,9.5,7.333333333,0,0,0,0,No University Degree
9974,Female,50,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,7.833333333,0,0.333333333,0,0,0,University Degree
9976,Male,53, A level/GCE in Applied Subjects or equivalent,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,6.166666667,7.833333333,0,0.166666667,0,0,No University Degree
9978,Female,60, A level/GCE in Applied Subjects or equivalent,Unemployed,Widowed,2,0,House or bungalow,Owner,4,Yes,No,Yes,Yes,8.5,0.833333333,0.333333333,0.166666667,3,0,No University Degree
9980,Male,63,NVQ / SVQ,Employed,Divorced/Separated,2,0,House or bungalow,Owner,4,Yes,No,Yes,Yes,7,6,1.166666667,0,4.833333333,0,No University Degree
9982,Male,44,cse,Disabled,"Single, never married",1,0,Flat or maisonette,Renter (Public),2,Yes,No,No,No,9.5,0,0,0,2.166666667,0,No University Degree
9984,Female,78,Certificate of sixth years studies (CSYS) (Scotland),Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,No,No,9.333333333,0,0,1,4.5,0,No University Degree
9986,Male,80,Don't know,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,No,No,9.5,0,0,2.333333333,3,0,No University Degree
9988,Female,41,NVQ / SVQ,Employed,Divorced/Separated,1,1,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,10.83333333,0,0,0,4.666666667,0,No University Degree
9990,Female,44,Diploma in higher education,Employed,"Single, never married",1,1,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,8,9.333333333,0,0,0,0,No University Degree
9994,Male,82,Diploma in higher education,Retired,Widowed,1,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,5.5,0,1.5,0,4.333333333,2,No University Degree
9996,Female,45,NVQ / SVQ,Employed,"Single, never married",1,0,House or bungalow,Owner,3,Yes,No,Yes,Yes,6.166666667,7,0,0,2.5,0,No University Degree
9998,Female,87,"Degree level qualification incl. foundation degrees, graduat",Retired,Widowed,1,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,5.5,0,0.166666667,0,2.166666667,0,University Degree
10000,Female,31,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,7,0,0,0,5.666666667,0,University Degree
10002,Male,31, A level/GCE in Applied Subjects or equivalent,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,9,8.5,0,0,2,0,No University Degree
10004,Male,58,None of the above,Employed,Divorced/Separated,1,0,House or bungalow,Owner,6,Yes,No,Yes,Yes,6,7,0,0,5.166666667,0,No University Degree
10006,Female,53,NVQ / SVQ,Employed,Married/Partnership/Cohabiting,4,0,House or bungalow,Owner,10,Yes,Yes,Yes,Yes,8,4.166666667,0,0,0.333333333,0,No University Degree
10008,Male,52,City and Guilds,Employed,Married/Partnership/Cohabiting,4,0,House or bungalow,Owner,10,Yes,Yes,Yes,Yes,7.333333333,0,1.666666667,1.666666667,2.166666667,0,No University Degree
10014,Female,90,None of the above,Retired,Widowed,1,0,House or bungalow,Owner,5,Yes,Yes,No,No,6.666666667,0,0,0.666666667,6.5,0,No University Degree
10016,Male,48,NVQ / SVQ,Employed,"Single, never married",2,0,House or bungalow,Renter (Public),4,Yes,Yes,Yes,Yes,8,7.166666667,0,0,5,0,No University Degree
10018,Female,46,None of the above,Not in empl.,Married/Partnership/Cohabiting,3,0,House or bungalow,Renter (Public),4,Yes,Yes,Yes,Yes,8.833333333,0,0.833333333,0,5.5,0,No University Degree
10020,Male,46,None of the above,Disabled,Married/Partnership/Cohabiting,3,0,House or bungalow,Renter (Public),4,Yes,Yes,Yes,Yes,8.833333333,0,0,0,3.833333333,0,No University Degree
10024,Female,50,GCSE/Vocational GCSE,Disabled,Divorced/Separated,2,0,House or bungalow,Renter (Public),4,Yes,Yes,Yes,Yes,15,0,0,0,0,0,No University Degree
10028,Female,44,NVQ / SVQ,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,7.5,8.166666667,0,0,1.333333333,0,No University Degree
10030,Male,47,NVQ / SVQ,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,9,12,0,0,0,0,No University Degree
10032,Female,23,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,11.33333333,0,0,0,5.166666667,0,University Degree
10034,Male,24,Diploma in higher education,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,11.5,0,0,0,5.166666667,0,No University Degree
10036,Female,76,None of the above,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Public),4,Yes,Yes,Yes,Yes,7.666666667,0,0,1,2,0,No University Degree
10038,Male,78,None of the above,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Public),4,Yes,Yes,Yes,Yes,7.5,0,0,0,1.333333333,0,No University Degree
10040,Male,77,City and Guilds,Retired,Widowed,3,0,House or bungalow,Renter (Public),3,Yes,Yes,Yes,Yes,7.333333333,0,0,0,7,0,No University Degree
10042,Male,22,NVQ / SVQ,Unemployed,Divorced/Separated,3,0,House or bungalow,Renter (Public),3,Yes,Yes,Yes,Yes,12.5,0,0,0,8.166666667,0,No University Degree
10044,Female,19,None of the above,Unemployed,"Single, never married",3,0,House or bungalow,Renter (Public),3,Yes,Yes,Yes,Yes,13,0,0,0,5.5,0,No University Degree
10046,Female,55,"Degree level qualification incl. foundation degrees, graduat",Not in empl.,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,8.833333333,0,0,0,0.166666667,1,University Degree
10048,Male,58,NVQ / SVQ,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,9.333333333,0,0,0,1.833333333,0,No University Degree
10050,Female,78,None of the above,Retired,Widowed,2,0,House or bungalow,Renter (Public),3,Yes,No,No,No,6.833333333,0,0,0.666666667,1.166666667,0,No University Degree
10052,Male,70,None of the above,Retired,Divorced/Separated,2,0,House or bungalow,Renter (Public),3,Yes,No,No,No,10.33333333,0,0,0.166666667,5.333333333,0,No University Degree
10054,Female,42,Diploma in higher education,Employed,Married/Partnership/Cohabiting,3,2,House or bungalow,Renter (Public),4,Yes,Yes,Yes,Yes,9,0,0,0,4.666666667,0.333333333,No University Degree
10056,Male,44,Diploma in higher education,Employed,Married/Partnership/Cohabiting,3,2,House or bungalow,Renter (Public),4,Yes,Yes,Yes,Yes,6.833333333,4.333333333,0.5,0,4.5,0,No University Degree
10064,Female,43,GCSE/Vocational GCSE,Employed,"Single, never married",3,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,8.333333333,0,0,0.666666667,4,0,No University Degree
10068,Female,22,None of the above,Student,"Single, never married",3,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,9.5,0,0,0,5.833333333,0,No University Degree
10070,Female,59,None of the above,Employed,Married/Partnership/Cohabiting,2,1,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,9.5,6.666666667,0,0,5.333333333,0,No University Degree
10072,Male,53,Any other professional/vocational/foreign qualifications,Employed,Married/Partnership/Cohabiting,2,1,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,5.833333333,12,0,0,4.833333333,0,No University Degree
10076,Male,55,None of the above,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,4,Yes,No,Yes,Yes,4.833333333,11.66666667,0,0,4.166666667,0,No University Degree
10078,Female,54,GCSE/Vocational GCSE,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,4,Yes,No,Yes,Yes,6,11,1,0,1,0.833333333,No University Degree
10080,Female,50, A level/GCE in Applied Subjects or equivalent,Employed,Married/Partnership/Cohabiting,4,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,10.5,0,0.166666667,3.833333333,4.333333333,0,No University Degree
10082,Male,50,City and Guilds,Employed,Married/Partnership/Cohabiting,4,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,9.833333333,0,0,0,7.833333333,0,No University Degree
10084,Female,19, A level/GCE in Applied Subjects or equivalent,Student,"Single, never married",4,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,9.833333333,0,1.833333333,0,2.5,0,No University Degree
10086,Female,19, A level/GCE in Applied Subjects or equivalent,Employed,"Single, never married",4,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,12,0,0.166666667,0,8.333333333,0,No University Degree
10088,Female,50,"Degree level qualification incl. foundation degrees, graduat",Disabled,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Private),4,Yes,Yes,Yes,Yes,6.166666667,0,0.166666667,0.166666667,0,0,University Degree
10090,Male,75,"Degree level qualification incl. foundation degrees, graduat",Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,9.5,0,1.166666667,3.666666667,1.5,0,University Degree
10092,Female,61,NVQ / SVQ,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,6.5,0,1,1,1.5,0,No University Degree
10094,Female,64,Teaching qualification (excluding PGCE),Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,No,No,Yes,Yes,9.333333333,0,0,1.166666667,0,0.166666667,No University Degree
10096,Male,66, A level/GCE in Applied Subjects or equivalent,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,No,No,Yes,Yes,9,0,1.666666667,1.833333333,0,0,No University Degree
10098,Female,58,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,7,7,0,0.333333333,2.5,0,University Degree
10100,Male,59,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,6.833333333,6.333333333,0,0,2.666666667,0,University Degree
10102,Female,22,BTEC/BEC/TEC/EdExcel/LQL,Employed,"Single, never married",3,0,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,8,0,0,0.5,5,0,No University Degree
10104,Female,36,GNVQ / GSVQ,Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,9.833333333,0,0.166666667,0.166666667,3.5,0,No University Degree
10106,Male,41,GCSE/Vocational GCSE,Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,7.666666667,0,3.5,0,2.333333333,0,No University Degree
10110,Female,33,"Degree level qualification incl. foundation degrees, graduat",Employed,"Single, never married",1,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,0.166666667,0,0,0,0,0,University Degree
10112,Male,61,cse,Disabled,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,8.833333333,0,0,1.666666667,9.166666667,0,No University Degree
10114,Female,86,O level or equivalent,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,10,0,0,1.333333333,7.166666667,0,No University Degree
10116,Female,86,None of the above,Retired,Widowed,1,0,Flat or maisonette,Renter (Public),2,Yes,Yes,Yes,Yes,9.5,0,0,0.833333333,3.166666667,0,No University Degree
10118,Male,24,"Degree level qualification incl. foundation degrees, graduat",Employed,"Single, never married",1,0,House or bungalow,Owner,4,Yes,No,Yes,No,9,6.666666667,0,0,0.833333333,0,University Degree
10120,Female,43,GCSE/Vocational GCSE,Employed,Married/Partnership/Cohabiting,4,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,8.333333333,0,0,0,1,0,No University Degree
10122,Female,19, A level/GCE in Applied Subjects or equivalent,Employed,"Single, never married",4,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,8.833333333,6.833333333,1,0,2.166666667,0,No University Degree
10124,Male,34,GCSE/Vocational GCSE,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,8.833333333,9.333333333,0,0,0.666666667,0,No University Degree
10126,Female,31,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,7.666666667,0,0,0,1.833333333,0,University Degree
10128,Male,87,City and Guilds,Retired,Widowed,1,0,Flat or maisonette,Renter (Public),2,Yes,No,No,No,10,0,0,1.5,8.666666667,0,No University Degree
10130,Female,31,"Degree level qualification incl. foundation degrees, graduat",Employed,"Single, never married",1,0,House or bungalow,Owner,4,Yes,No,Yes,Yes,8.5,8,0,0,4,0,University Degree
10132,Female,60,"Degree level qualification incl. foundation degrees, graduat",Employed,Divorced/Separated,1,0,Flat or maisonette,Renter (Public),3,Yes,No,Yes,No,7.166666667,0,0,0,6.5,0,University Degree
10134,Male,75,None of the above,Employed,Married/Partnership/Cohabiting,2,0,Flat or maisonette,Renter (Public),2,Yes,Yes,Yes,Yes,8.333333333,0,0,0,3.833333333,0,No University Degree
10136,Female,71,None of the above,Retired,Married/Partnership/Cohabiting,2,0,Flat or maisonette,Renter (Public),2,Yes,Yes,Yes,Yes,7.166666667,0,0,0,3.5,0,No University Degree
10138,Female,72,GCSE/Vocational GCSE,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,6.833333333,0,0.833333333,0.666666667,5.166666667,0,No University Degree
10140,Male,83,None of the above,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,8.5,0,0,0.833333333,4.5,0,No University Degree
10142,Female,54,cse,Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,7.5,6.666666667,0,0,4.5,0,No University Degree
10144,Male,47,cse,Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,6,3.166666667,0,0,2.333333333,0,No University Degree
10146,Male,41,None of the above,Employed,"Single, never married",3,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,8,9,0,0,2.166666667,0,No University Degree
10148,Male,25, A level/GCE in Applied Subjects or equivalent,Employed,"Single, never married",2,0,House or bungalow,Renter (Private),3,Yes,Yes,Yes,Yes,7.833333333,5,0.166666667,0,2.833333333,0,No University Degree
